epoch;accuracy;loss;val_accuracy;val_loss
0;0.04264197126030922;3.819354772567749;0.0783475786447525;3.6903235912323
1;0.09189904481172562;3.545686721801758;0.10541310906410217;3.454543352127075
2;0.13291268050670624;3.3040690422058105;0.1367521435022354;3.2991693019866943
3;0.1660899668931961;3.1291327476501465;0.18376068770885468;3.0763468742370605
4;0.19031141698360443;2.952568531036377;0.20014244318008423;2.9849627017974854
5;0.22165682911872864;2.800339460372925;0.1972934454679489;2.922805070877075
6;0.254223495721817;2.665250539779663;0.2578347623348236;2.710222005844116
7;0.2791573405265808;2.550591468811035;0.2806267738342285;2.5940134525299072
8;0.3007327616214752;2.437253952026367;0.28133901953697205;2.5214452743530273
9;0.32271525263786316;2.3530654907226562;0.3055555522441864;2.452967643737793
10;0.3517199158668518;2.2377402782440186;0.36467236280441284;2.25213623046875
11;0.3598615825176239;2.1681056022644043;0.38817664980888367;2.1416399478912354
12;0.38876450061798096;2.0821316242218018;0.42022791504859924;2.035121440887451
13;0.4014858603477478;2.0173609256744385;0.43019944429397583;2.0427403450012207
14;0.4150213599205017;1.9556406736373901;0.39814814925193787;2.0347723960876465
15;0.4387339651584625;1.8733422756195068;0.4294871687889099;1.9923869371414185
16;0.449012815952301;1.8208295106887817;0.44301995635032654;1.9426274299621582
17;0.46834927797317505;1.7574408054351807;0.4316239356994629;1.9967633485794067
18;0.4765927195549011;1.713974952697754;0.4615384638309479;1.8930797576904297
19;0.4852432310581207;1.671268105506897;0.45370370149612427;1.9207850694656372
20;0.5047832131385803;1.6197125911712646;0.4843304753303528;1.8489136695861816
21;0.5182169675827026;1.5557713508605957;0.48575499653816223;1.7585476636886597
22;0.5234072804450989;1.5403650999069214;0.5106837749481201;1.7726447582244873
23;0.5433543920516968;1.475635051727295;0.5085470080375671;1.7507903575897217
24;0.5553632974624634;1.4356943368911743;0.47863247990608215;1.8475346565246582
25;0.5645226836204529;1.4102740287780762;0.5334757566452026;1.6481248140335083
26;0.5706289410591125;1.3785088062286377;0.5099714994430542;1.712128758430481
27;0.5826379060745239;1.3330339193344116;0.49643874168395996;1.7689810991287231
28;0.580195426940918;1.3169461488723755;0.5078347325325012;1.7800525426864624
29;0.5900671482086182;1.2981147766113281;0.5092592835426331;1.7760512828826904
30;0.60177081823349;1.2596237659454346;0.5527065396308899;1.6226612329483032
31;0.6067575812339783;1.2411255836486816;0.56339031457901;1.5742707252502441
32;0.613881528377533;1.2173370122909546;0.5562677979469299;1.6294692754745483
33;0.623142659664154;1.1793638467788696;0.5477207899093628;1.627177119255066
34;0.6339303851127625;1.1506457328796387;0.5078347325325012;1.8005157709121704
35;0.6392224431037903;1.1213233470916748;0.5762107968330383;1.5929720401763916
36;0.642886221408844;1.119868278503418;0.5498575568199158;1.645108699798584
37;0.6508243680000305;1.0873091220855713;0.5605413317680359;1.6477874517440796
38;0.6577447652816772;1.0752875804901123;0.5726495981216431;1.6489129066467285
39;0.6578465104103088;1.0482430458068848;0.5277777910232544;1.7230921983718872
40;0.6744351983070374;1.0096491575241089;0.565527081489563;1.6484315395355225
41;0.6715855598449707;1.0046499967575073;0.5491452813148499;1.7477213144302368
42;0.6791166067123413;0.982886791229248;0.5420227646827698;1.7383058071136475
43;0.6823732852935791;0.9833680391311646;0.6004273295402527;1.5292930603027344
44;0.6952981948852539;0.947789192199707;0.5683760643005371;1.591628909111023
45;0.6983513236045837;0.9461072087287903;0.5648148059844971;1.6693360805511475
46;0.6988601684570312;0.9257885217666626;0.5868945717811584;1.56739342212677
47;0.7125992178916931;0.9023380875587463;0.5947293639183044;1.5252360105514526
48;0.7168735861778259;0.8773699402809143;0.5997151136398315;1.6066257953643799
49;0.7176877856254578;0.8818523287773132;0.5747863054275513;1.5923874378204346
50;0.7216567993164062;0.8675789833068848;0.5833333134651184;1.6537104845046997
51;0.7252188324928284;0.853146493434906;0.5491452813148499;1.7757980823516846
52;0.7239975333213806;0.846431314945221;0.6047008633613586;1.5228899717330933
53;0.7283737063407898;0.8264890909194946;0.624643862247467;1.501438021659851
54;0.7362100481987;0.8057131171226501;0.6103988885879517;1.5516740083694458
55;0.7382454872131348;0.7987358570098877;0.6203703880310059;1.540024995803833
56;0.7433339953422546;0.8016993999481201;0.6096866130828857;1.5271711349487305
57;0.7427234053611755;0.7945740222930908;0.621082603931427;1.5274202823638916
58;0.7477101683616638;0.7770766615867615;0.625356137752533;1.4764434099197388
59;0.7582943439483643;0.7460888028144836;0.6282051205635071;1.5199995040893555
60;0.7382454872131348;0.8166541457176208;0.617521345615387;1.4696556329727173
61;0.7568695545196533;0.7515494227409363;0.6075498461723328;1.6322013139724731
62;0.7605332732200623;0.7404084205627441;0.5940170884132385;1.7416871786117554
63;0.7645023465156555;0.7213578224182129;0.5762107968330383;1.711134672164917
64;0.7631793022155762;0.7157412171363831;0.6004273295402527;1.6144449710845947
65;0.7697944045066833;0.6990031599998474;0.6239316463470459;1.5864356756210327
66;0.7683696150779724;0.7150447964668274;0.632478654384613;1.5204353332519531
67;0.7777325510978699;0.6794177889823914;0.6125355958938599;1.5578900575637817
68;0.7856706976890564;0.6556681990623474;0.6146723628044128;1.628627896308899
69;0.7815998196601868;0.6672524213790894;0.6068376302719116;1.636437177658081
70;0.786586582660675;0.6491163372993469;0.6082621216773987;1.6217989921569824
71;0.7819051742553711;0.6499555110931396;0.621082603931427;1.6324447393417358
72;0.7854671478271484;0.6617770791053772;0.62321937084198;1.5998497009277344
73;0.7835334539413452;0.6499283313751221;0.6196581125259399;1.6232852935791016
74;0.7925910949707031;0.6338145732879639;0.6160968542098999;1.6903046369552612
75;0.7958477735519409;0.6220871210098267;0.6061253547668457;1.7320135831832886
76;0.7918787002563477;0.6439852118492126;0.6303418874740601;1.5475994348526
77;0.7969672083854675;0.6254806518554688;0.5997151136398315;1.6359424591064453
78;0.8001221418380737;0.6128036379814148;0.62678062915802;1.5586953163146973
79;0.8006309866905212;0.5995848774909973;0.5897436141967773;1.856027603149414
80;0.807551383972168;0.5909682512283325;0.5968660712242126;1.8210866451263428
81;0.8084673285484314;0.5956310629844666;0.62321937084198;1.5970245599746704
82;0.8107063174247742;0.5687776803970337;0.6039885878562927;1.68586266040802
83;0.8072460889816284;0.5795756578445435;0.6403133869171143;1.5400853157043457
84;0.8142682909965515;0.5620995163917542;0.6160968542098999;1.6911379098892212
85;0.8013433814048767;0.6075280904769897;0.6217948794364929;1.62991464138031
86;0.8165072202682495;0.5531312823295593;0.6189458966255188;1.626784324645996
